uid,flight_year,flight_month,carrier,carrier_name,locationID,airport_name,arr_flights,arr_del15,carrier_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,weather_delay,nas_delay,security_delay,late_aircraft_delay
193,2014,4,DL,Delta Air Lines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",468,77,27.25,0,14.4,0,3,120,957,0,506
194,2014,4,DL,Delta Air Lines Inc.,PHL,"Philadelphia, PA: Philadelphia International",554,109,31.05,0,20.46,0,0,123,2623,0,739
195,2014,4,DL,Delta Air Lines Inc.,STL,"St. Louis, MO: St Louis Lambert International",373,53,21.52,0,17.75,1,2,18,424,0,819
196,2014,4,DL,Delta Air Lines Inc.,BIL,"Billings, MT: Billings Logan International",59,8,5.22,0,0.13,0,0,89,71,0,6
197,2014,4,DL,Delta Air Lines Inc.,LEX,"Lexington, KY: Blue Grass",31,2,1,0,1,0,0,0,0,0,17
198,2014,4,DL,Delta Air Lines Inc.,IND,"Indianapolis, IN: Indianapolis International",441,53,27.52,0,14.59,0,0,114,297,0,619
199,2014,4,DL,Delta Air Lines Inc.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",597,68,26.7,0,26.83,0,0,47,304,0,1508
200,2014,4,DL,Delta Air Lines Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",164,17,13.59,0,2.35,0,0,14,12,0,68
201,2014,4,DL,Delta Air Lines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",654,75,20.79,0,18.14,0,0,164,1013,0,1043
202,2014,4,DL,Delta Air Lines Inc.,LAS,"Las Vegas, NV: McCarran International",942,140,40.81,0,22.47,0,5,867,2264,0,1256
203,2014,4,DL,Delta Air Lines Inc.,ABQ,"Albuquerque, NM: Albuquerque International Sunport",90,12,5.28,0,3.23,0,0,47,87,0,192
204,2014,4,DL,Delta Air Lines Inc.,MIA,"Miami, FL: Miami International",739,123,58.12,0,22.42,0,0,54,1400,0,1362
205,2014,4,DL,Delta Air Lines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",489,106,28.31,0,12,0,0,135,3311,0,424
206,2014,4,DL,Delta Air Lines Inc.,FSD,"Sioux Falls, SD: Joe Foss Field",28,4,1.72,0,0,0,0,634,31,0,0
207,2014,4,DL,Delta Air Lines Inc.,GEG,"Spokane, WA: Spokane International",117,11,9.11,0,1.3,0,0,0,43,0,98
208,2014,4,DL,Delta Air Lines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",294,50,21.08,0,14.38,0,0,121,375,0,511
209,2014,4,DL,Delta Air Lines Inc.,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",895,150,45.71,0,26.2,0,2,348,2314,0,1472
210,2014,4,DL,Delta Air Lines Inc.,BOS,"Boston, MA: Logan International",912,121,48.71,0,28.92,0,2,311,1265,0,1222
211,2014,4,DL,Delta Air Lines Inc.,DAY,"Dayton, OH: James M Cox/Dayton International",119,16,8.06,0,1.92,0,0,31,107,0,67
212,2014,4,DL,Delta Air Lines Inc.,SDF,"Louisville, KY: Louisville Muhammad Ali International",202,31,12.87,0,11.02,0,0,32,141,0,548
213,2014,4,DL,Delta Air Lines Inc.,BOI,"Boise, ID: Boise Air Terminal",165,14,6.94,0,4.95,1,0,0,68,0,286
214,2014,4,DL,Delta Air Lines Inc.,OKC,"Oklahoma City, OK: Will Rogers World",87,6,1,0,1.39,0,1,26,54,0,50
215,2014,4,DL,Delta Air Lines Inc.,HSV,"Huntsville, AL: Huntsville International-Carl T Jones Field",186,24,12.87,0,5.79,0,0,63,108,0,143
216,2014,4,DL,Delta Air Lines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",752,77,28.48,0,13.51,0,0,120,881,0,720
217,2014,4,DL,Delta Air Lines Inc.,MYR,"Myrtle Beach, SC: Myrtle Beach International",81,12,5.24,0,1.66,0,0,36,112,0,47
218,2014,4,DL,Delta Air Lines Inc.,SAN,"San Diego, CA: San Diego International",501,71,27.15,0,8.71,0,0,293,1017,0,539
219,2014,4,DL,Delta Air Lines Inc.,MSO,"Missoula, MT: Missoula International",30,4,1.79,0,0.95,0,0,20,7,0,18
220,2014,4,DL,Delta Air Lines Inc.,MDW,"Chicago, IL: Chicago Midway International",207,20,10.24,0,3.85,0,0,42,120,0,122
221,2014,4,DL,Delta Air Lines Inc.,BZN,"Bozeman, MT: Bozeman Yellowstone International",56,5,2.97,0,1.26,0,1,0,23,0,36
222,2014,4,DL,Delta Air Lines Inc.,MKE,"Milwaukee, WI: General Mitchell International",467,59,27.01,0,20.36,0,0,267,374,0,628
223,2014,4,DL,Delta Air Lines Inc.,SAT,"San Antonio, TX: San Antonio International",261,46,20.6,0,7.81,0,1,101,608,0,466
224,2014,4,DL,Delta Air Lines Inc.,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",474,89,30.89,0,18.64,0,1,311,1247,0,1154
225,2014,4,DL,Delta Air Lines Inc.,BDL,"Hartford, CT: Bradley International",313,28,11.16,0,7.94,0,0,47,177,0,394
226,2014,4,DL,Delta Air Lines Inc.,TUS,"Tucson, AZ: Tucson International",90,9,3.67,0,2.4,0,0,22,167,0,248
227,2014,4,DL,Delta Air Lines Inc.,AVL,"Asheville, NC: Asheville Regional",28,8,5.57,0,1.38,0,0,0,26,0,114
228,2014,4,DL,Delta Air Lines Inc.,SYR,"Syracuse, NY: Syracuse Hancock International",60,4,1.99,0,1.96,0,0,0,1,0,53
229,2014,4,DL,Delta Air Lines Inc.,GRR,"Grand Rapids, MI: Gerald R. Ford International",216,30,10.63,0,10.68,0,0,15,197,0,602
230,2014,4,DL,Delta Air Lines Inc.,HNL,"Honolulu, HI: Daniel K Inouye International",230,39,15.98,0,4.18,0,0,0,561,0,254
231,2014,4,DL,Delta Air Lines Inc.,IAD,"Washington, DC: Washington Dulles International",167,31,15.22,0,7,0,1,90,268,0,226
232,2014,4,DL,Delta Air Lines Inc.,PDX,"Portland, OR: Portland International",428,43,18.98,0,10.61,0,0,313,443,0,486
233,2014,4,DL,Delta Air Lines Inc.,MSN,"Madison, WI: Dane County Regional-Truax Field",190,22,10.46,0,6.96,0,0,300,111,0,300
234,2014,4,DL,Delta Air Lines Inc.,OGG,"Kahului, HI: Kahului Airport",60,13,6.98,0,1.46,0,0,0,177,0,140
235,2014,4,DL,Delta Air Lines Inc.,PWM,"Portland, ME: Portland International Jetport",85,15,7.29,0,2.35,0,0,66,96,0,47
236,2014,4,DL,Delta Air Lines Inc.,ROC,"Rochester, NY: Greater Rochester International",90,13,6.36,0,5.44,0,0,0,33,0,207
237,2014,4,DL,Delta Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",1853,360,81.82,0,61.69,2,12,206,8247,0,3887
238,2014,4,DL,Delta Air Lines Inc.,ECP,"Panama City, FL: Northwest Florida Beaches International",207,32,12.53,0,8.7,2,0,32,391,0,385
239,2014,4,DL,Delta Air Lines Inc.,JAN,"Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International",174,32,14.49,0,6.68,0,0,45,344,0,262
240,2014,4,DL,Delta Air Lines Inc.,FAY,"Fayetteville, NC: Fayetteville Regional/Grannis Field",28,2,1.79,0,0,0,0,0,4,0,0
241,2014,4,DL,Delta Air Lines Inc.,MLB,"Melbourne, FL: Melbourne International",116,13,4.07,0,4.24,0,0,13,108,0,169
242,2014,4,DL,Delta Air Lines Inc.,ANC,"Anchorage, AK: Ted Stevens Anchorage International",77,18,5.54,0,5.34,0,0,12,205,0,161
243,2014,4,DL,Delta Air Lines Inc.,GSP,"Greer, SC: Greenville-Spartanburg International",136,26,7.28,0,11.3,0,0,27,142,0,374
244,2014,4,DL,Delta Air Lines Inc.,TLH,"Tallahassee, FL: Tallahassee International",134,22,9.73,0,4.07,1,0,76,286,0,235
245,2014,4,DL,Delta Air Lines Inc.,PSP,"Palm Springs, CA: Palm Springs International",30,3,1.13,0,0.72,0,0,0,50,0,44
246,2014,4,DL,Delta Air Lines Inc.,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",29,8,1.72,0,2.69,0,0,0,95,0,69
247,2014,4,DL,Delta Air Lines Inc.,ILM,"Wilmington, NC: Wilmington International",30,6,3.69,0,0,0,0,16,38,0,0
248,2014,4,DL,Delta Air Lines Inc.,CAE,"Columbia, SC: Columbia Metropolitan",103,16,5.96,0,6.47,0,0,12,78,0,218
249,2014,4,DL,Delta Air Lines Inc.,SMF,"Sacramento, CA: Sacramento International",161,16,6.57,0,6.41,0,0,27,74,0,377
250,2014,4,DL,Delta Air Lines Inc.,SNA,"Santa Ana, CA: John Wayne Airport-Orange County",240,23,6.37,0,4.45,0,0,91,505,0,305
251,2014,4,DL,Delta Air Lines Inc.,MDT,"Harrisburg, PA: Harrisburg International",28,4,1.34,0,2.25,0,0,0,20,0,44
252,2014,4,DL,Delta Air Lines Inc.,MOB,"Mobile, AL: Mobile Regional",57,8,3.22,1,0.6,0,1,22,40,49,9
253,2014,4,DL,Delta Air Lines Inc.,VPS,"Valparaiso, FL: Eglin AFB Destin Fort Walton Beach",144,34,10.34,0,10.05,1,1,572,424,0,419
254,2014,4,DL,Delta Air Lines Inc.,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",90,7,1.1,0,2.78,0,0,0,100,0,111
255,2014,4,DL,Delta Air Lines Inc.,TRI,"Bristol/Johnson City/Kingsport, TN: Tri Cities",29,8,4.35,0,2.86,0,0,8,9,0,82
256,2014,4,DL,Delta Air Lines Inc.,ALB,"Albany, NY: Albany International",55,8,3.06,0,2.61,0,0,6,61,0,42
257,2014,4,DL,Delta Air Lines Inc.,ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",27,9,3.16,0,4.88,0,0,0,26,0,128
258,2014,4,DL,Delta Air Lines Inc.,HRL,"Harlingen/San Benito, TX: Valley International",30,2,1,0,1,0,0,0,0,0,15
259,2014,4,DL,Delta Air Lines Inc.,AGS,"Augusta, GA: Augusta Regional at Bush Field",86,19,6.62,0,2.8,0,0,10,241,0,56
260,2014,4,DL,Delta Air Lines Inc.,TYS,"Knoxville, TN: McGhee Tyson",108,9,5.01,0,2.11,0,0,87,53,0,82
261,2014,4,DL,Delta Air Lines Inc.,STT,"Charlotte Amalie, VI: Cyril E King",68,4,1.68,0,0.32,0,0,0,52,0,6
262,2014,4,DL,Delta Air Lines Inc.,FNT,"Flint, MI: Bishop International",88,13,5.84,0,5.46,0,0,0,36,0,202
263,2014,4,DL,Delta Air Lines Inc.,ELP,"El Paso, TX: El Paso International",60,10,3.77,0,1.55,0,0,0,97,0,32
264,2014,4,DL,Delta Air Lines Inc.,DSM,"Des Moines, IA: Des Moines International",59,7,3.4,0,1.51,0,0,1,36,0,75
265,2014,4,DL,Delta Air Lines Inc.,FAR,"Fargo, ND: Hector International",29,2,0.8,0,0.43,0,0,0,30,0,20
266,2014,4,DL,Delta Air Lines Inc.,ROA,"Roanoke, VA: Roanoke Blacksburg Regional Woodrum Field",26,5,2.06,0,1.94,0,1,37,0,0,95
267,2014,4,DL,Delta Air Lines Inc.,JAC,"Jackson, WY: Jackson Hole",,,,,,,,,,,
268,2014,4,DL,Delta Air Lines Inc.,BTR,"Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",15,1,0.29,0,0.71,0,0,0,0,0,12
269,2014,4,DL,Delta Air Lines Inc.,LIH,"Lihue, HI: Lihue Airport",30,6,1.19,0,1.81,0,0,0,65,0,200
270,2014,4,DL,Delta Air Lines Inc.,TUL,"Tulsa, OK: Tulsa International",28,2,1.15,0,0.77,0,0,0,5,0,20
271,2014,4,DL,Delta Air Lines Inc.,MHT,"Manchester, NH: Manchester-Boston Regional",30,7,4.16,0,2.75,0,0,2,1,0,119
272,2014,4,DL,Delta Air Lines Inc.,COS,"Colorado Springs, CO: City of Colorado Springs Municipal",30,8,4.15,0,2.29,0,0,27,15,0,95
273,2014,4,DL,Delta Air Lines Inc.,CRW,"Charleston/Dunbar, WV: Yeager",28,4,3.05,0,0.87,0,0,0,8,0,87
274,2014,4,DL,Delta Air Lines Inc.,GNV,"Gainesville, FL: Gainesville Regional",31,6,1.24,0,2.44,0,0,26,25,0,100
275,2014,4,DL,Delta Air Lines Inc.,GRB,"Green Bay, WI: Green Bay Austin Straubel International",27,1,0,0,1,0,0,0,0,0,23
276,2014,4,DL,Delta Air Lines Inc.,XNA,"Fayetteville, AR: Northwest Arkansas Regional",26,5,2.77,0,1.58,0,0,1,19,0,63
277,2014,4,EV,ExpressJet Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",1382,330,92.55,0,176.1,66,6,0,2802,0,12863
278,2014,4,EV,ExpressJet Airlines Inc.,AMA,"Amarillo, TX: Rick Husband Amarillo International",261,56,18.08,0,25.11,9,0,159,419,0,1418
279,2014,4,EV,ExpressJet Airlines Inc.,SJT,"San Angelo, TX: San Angelo Regional/Mathis Field",30,4,1.36,0,2.12,1,0,0,50,0,66
280,2014,4,EV,ExpressJet Airlines Inc.,BRO,"Brownsville, TX: Brownsville South Padre Island International",165,33,8,0,16.44,4,0,12,315,0,1150
281,2014,4,EV,ExpressJet Airlines Inc.,OKC,"Oklahoma City, OK: Will Rogers World",290,73,24.92,0,28.91,11,1,31,924,0,1816
282,2014,4,EV,ExpressJet Airlines Inc.,MSN,"Madison, WI: Dane County Regional-Truax Field",209,66,23.67,0,27.56,6,0,80,659,0,2033
283,2014,4,EV,ExpressJet Airlines Inc.,SAV,"Savannah, GA: Savannah/Hilton Head International",319,97,26.44,0,25.14,14,0,126,1568,0,2159
284,2014,4,EV,ExpressJet Airlines Inc.,AVP,"Scranton/Wilkes-Barre, PA: Wilkes Barre Scranton International",160,32,12,0,15.23,6,3,194,83,0,1053
285,2014,4,EV,ExpressJet Airlines Inc.,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",355,86,33.52,0,29.72,14,1,48,1033,0,2085
286,2014,4,EV,ExpressJet Airlines Inc.,CHS,"Charleston, SC: Charleston AFB/International",418,111,37.67,0,32.49,20,0,4,2218,0,2275
287,2014,4,EV,ExpressJet Airlines Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",1533,277,74.65,0,145.12,32,3,395,2616,0,11108
288,2014,4,EV,ExpressJet Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",2943,931,66.31,0,277.94,402,9,491,52924,0,20892
289,2014,4,EV,ExpressJet Airlines Inc.,IAD,"Washington, DC: Washington Dulles International",2224,472,65.08,0,273.04,76,2,432,6742,0,19396
290,2014,4,EV,ExpressJet Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",6368,1119,164.93,0,517.3,128,22,2323,18318,0,31387
291,2014,4,EV,ExpressJet Airlines Inc.,IND,"Indianapolis, IN: Indianapolis International",523,137,46.01,0,35.85,28,0,78,2186,0,1876
292,2014,4,EV,ExpressJet Airlines Inc.,LGA,"New York, NY: LaGuardia",1291,325,59.66,0,101.66,69,3,278,10414,0,7456
293,2014,4,EV,ExpressJet Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",4528,1111,171.08,0,448.36,150,27,840,30993,0,33754
294,2014,4,EV,ExpressJet Airlines Inc.,SYR,"Syracuse, NY: Syracuse Hancock International",146,21,4.99,0,9.72,0,0,66,329,0,641
295,2014,4,EV,ExpressJet Airlines Inc.,BNA,"Nashville, TN: Nashville International",741,204,72.47,0,64.86,29,1,88,3863,0,4588
296,2014,4,EV,ExpressJet Airlines Inc.,BOS,"Boston, MA: Logan International",174,21,7.92,0,4.86,2,0,0,358,0,523
297,2014,4,EV,ExpressJet Airlines Inc.,ELP,"El Paso, TX: El Paso International",205,50,14.64,0,18.51,4,1,10,703,0,1073
298,2014,4,EV,ExpressJet Airlines Inc.,HRL,"Harlingen/San Benito, TX: Valley International",110,18,5.25,0,7.74,3,0,0,156,0,547
299,2014,4,EV,ExpressJet Airlines Inc.,JAX,"Jacksonville, FL: Jacksonville International",320,102,34.18,0,21.37,13,1,94,1723,0,1587
300,2014,4,EV,ExpressJet Airlines Inc.,MAF,"Midland/Odessa, TX: Midland International Air and Space Port",221,57,16.19,0,26.34,7,0,3,593,0,2028
301,2014,4,EV,ExpressJet Airlines Inc.,MKE,"Milwaukee, WI: General Mitchell International",190,48,15.46,0,16.06,2,1,0,1071,0,1048
302,2014,4,EV,ExpressJet Airlines Inc.,ORF,"Norfolk, VA: Norfolk International",222,58,17.8,0,20.78,9,0,256,781,0,1105
303,2014,4,EV,ExpressJet Airlines Inc.,STL,"St. Louis, MO: St Louis Lambert International",176,55,19.44,0,14.87,19,1,0,1243,0,1169
304,2014,4,EV,ExpressJet Airlines Inc.,TUL,"Tulsa, OK: Tulsa International",580,145,51.97,0,48.82,16,5,8,2126,0,3095
305,2014,4,EV,ExpressJet Airlines Inc.,XNA,"Fayetteville, AR: Northwest Arkansas Regional",301,59,30.13,0,15.9,14,1,72,539,0,892
306,2014,4,EV,ExpressJet Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",529,131,31.81,0,55.46,18,3,133,2260,0,3554
307,2014,4,EV,ExpressJet Airlines Inc.,CRW,"Charleston/Dunbar, WV: Yeager",259,55,26.66,0,19.54,6,1,10,481,0,1491
308,2014,4,EV,ExpressJet Airlines Inc.,HOU,"Houston, TX: William P Hobby",113,46,16.42,0,24.68,4,0,0,331,0,1406
309,2014,4,EV,ExpressJet Airlines Inc.,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",279,71,26.92,0,29.49,7,0,23,789,0,1833
310,2014,4,EV,ExpressJet Airlines Inc.,LCH,"Lake Charles, LA: Lake Charles Regional",102,14,4.78,0,6.08,2,0,0,79,0,228
311,2014,4,EV,ExpressJet Airlines Inc.,GRB,"Green Bay, WI: Green Bay Austin Straubel International",149,39,16.04,0,16.63,6,0,47,290,0,1157
312,2014,4,EV,ExpressJet Airlines Inc.,OMA,"Omaha, NE: Eppley Airfield",309,65,29.7,0,16.8,5,2,50,795,0,1005
313,2014,4,EV,ExpressJet Airlines Inc.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",369,96,37.11,0,36.61,21,0,129,904,0,2182
314,2014,4,EV,ExpressJet Airlines Inc.,TYS,"Knoxville, TN: McGhee Tyson",384,125,52.08,0,50.27,20,2,86,1180,0,3419
315,2014,4,EV,ExpressJet Airlines Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",53,6,1.74,0,0,0,0,0,264,0,0
316,2014,4,EV,ExpressJet Airlines Inc.,CMH,"Columbus, OH: John Glenn Columbus International",329,93,33.2,0,26.65,10,0,4,1618,0,1588
317,2014,4,EV,ExpressJet Airlines Inc.,COS,"Colorado Springs, CO: City of Colorado Springs Municipal",60,16,2.17,0,5.09,0,0,102,470,0,470
318,2014,4,EV,ExpressJet Airlines Inc.,GSO,"Greensboro/High Point, NC: Piedmont Triad International",364,103,35.49,0,37.87,16,0,74,1646,0,2805
319,2014,4,EV,ExpressJet Airlines Inc.,LFT,"Lafayette, LA: Lafayette Regional Paul Fournet Field",382,71,21.23,0,31.47,3,2,155,626,0,1718
320,2014,4,EV,ExpressJet Airlines Inc.,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",116,25,6.05,0,4.97,1,0,110,566,0,197
321,2014,4,EV,ExpressJet Airlines Inc.,PVD,"Providence, RI: Theodore Francis Green State",12,2,1.8,0,0.17,1,0,0,5,0,25
322,2014,4,EV,ExpressJet Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",6395,1319,285.85,4.21,647.31,87,9,1247,13830,234,42074
323,2014,4,EV,ExpressJet Airlines Inc.,CAK,"Akron, OH: Akron-Canton Regional",94,25,5.93,0,12.01,0,0,18,323,0,897
324,2014,4,EV,ExpressJet Airlines Inc.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",375,117,37.91,0,42.46,18,0,232,2090,0,3490
325,2014,4,EV,ExpressJet Airlines Inc.,BDL,"Hartford, CT: Bradley International",167,36,11.66,0,21.71,1,1,0,304,0,1120
326,2014,4,EV,ExpressJet Airlines Inc.,BIL,"Billings, MT: Billings Logan International",14,3,0.71,0,0,0,0,25,69,0,0
327,2014,4,EV,ExpressJet Airlines Inc.,DEN,"Denver, CO: Denver International",1487,274,53.94,0,131.68,46,4,302,5289,0,9170
328,2014,4,EV,ExpressJet Airlines Inc.,HPN,"White Plains, NY: Westchester County",278,69,38.54,0,20.39,15,1,0,805,0,1272
329,2014,4,EV,ExpressJet Airlines Inc.,ROA,"Roanoke, VA: Roanoke Blacksburg Regional Woodrum Field",182,36,16.34,1,14.47,8,3,0,195,32,1032
330,2014,4,EV,ExpressJet Airlines Inc.,ROC,"Rochester, NY: Greater Rochester International",254,75,24.81,0,31.87,12,2,33,679,0,2330
331,2014,4,EV,ExpressJet Airlines Inc.,FSD,"Sioux Falls, SD: Joe Foss Field",230,63,21.79,0,28.06,14,0,289,476,0,1575
332,2014,4,EV,ExpressJet Airlines Inc.,SAT,"San Antonio, TX: San Antonio International",169,33,12.53,0,7.68,3,2,160,326,0,480
333,2014,4,EV,ExpressJet Airlines Inc.,TYR,"Tyler, TX: Tyler Pounds Regional",67,8,1.62,0,4.63,2,0,0,76,0,319
334,2014,4,EV,ExpressJet Airlines Inc.,HSV,"Huntsville, AL: Huntsville International-Carl T Jones Field",228,50,16.61,0,17.52,9,1,0,700,0,1146
335,2014,4,EV,ExpressJet Airlines Inc.,MCI,"Kansas City, MO: Kansas City International",522,152,56.81,0,56.54,14,4,439,1955,0,3960
336,2014,4,EV,ExpressJet Airlines Inc.,SDF,"Louisville, KY: Louisville Muhammad Ali International",294,79,24.95,0,25.34,8,0,78,1549,0,1672
337,2014,4,EV,ExpressJet Airlines Inc.,DAL,"Dallas, TX: Dallas Love Field",304,70,27.41,0.1,21.76,1,1,139,735,2,1193
338,2014,4,EV,ExpressJet Airlines Inc.,BTR,"Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",542,107,40.56,0,44.71,10,2,106,834,0,2299
339,2014,4,EV,ExpressJet Airlines Inc.,CLL,"College Station/Bryan, TX: Easterwood Field",76,9,4.35,0,2.97,0,0,0,32,0,157
340,2014,4,EV,ExpressJet Airlines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",292,53,9.25,0,18.42,37,0,0,1352,0,1204
341,2014,4,EV,ExpressJet Airlines Inc.,GSP,"Greer, SC: Greenville-Spartanburg International",291,78,23.1,0,32.67,19,0,91,1285,0,2132
342,2014,4,EV,ExpressJet Airlines Inc.,MOB,"Mobile, AL: Mobile Regional",272,63,26.01,0,15.91,7,0,71,642,0,701
343,2014,4,EV,ExpressJet Airlines Inc.,DAY,"Dayton, OH: James M Cox/Dayton International",96,18,7.47,0,4.12,16,0,0,391,0,294
344,2014,4,EV,ExpressJet Airlines Inc.,SHV,"Shreveport, LA: Shreveport Regional",521,119,41.22,0,51.84,10,3,78,1066,0,3146
345,2014,4,EV,ExpressJet Airlines Inc.,AEX,"Alexandria, LA: Alexandria International",216,41,14.33,0,16.1,3,1,0,481,0,909
346,2014,4,EV,ExpressJet Airlines Inc.,GRK,"Killeen, TX: Robert Gray AAF",168,30,10.75,0,12.89,4,0,0,337,0,1193
347,2014,4,EV,ExpressJet Airlines Inc.,SPS,"Wichita Falls, TX: Sheppard AFB/Wichita Falls Municipal",30,6,2.49,0,1.73,0,0,0,42,0,281
348,2014,4,EV,ExpressJet Airlines Inc.,VPS,"Valparaiso, FL: Eglin AFB Destin Fort Walton Beach",152,39,14.13,0,19.29,6,4,89,224,0,1134
349,2014,4,EV,ExpressJet Airlines Inc.,GRR,"Grand Rapids, MI: Gerald R. Ford International",242,59,23.76,0,23.93,3,0,112,623,0,1926
350,2014,4,EV,ExpressJet Airlines Inc.,MEM,"Memphis, TN: Memphis International",192,55,13.49,0,19.26,17,0,0,860,0,1110
351,2014,4,EV,ExpressJet Airlines Inc.,PNS,"Pensacola, FL: Pensacola International",130,36,13.15,0,9.78,3,1,0,472,0,423
352,2014,4,EV,ExpressJet Airlines Inc.,ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",156,16,8.65,0,4.82,1,1,0,126,0,291
353,2014,4,EV,ExpressJet Airlines Inc.,AUS,"Austin, TX: Austin - Bergstrom International",54,9,4.14,0,4.27,1,0,0,18,0,301
354,2014,4,EV,ExpressJet Airlines Inc.,GPT,"Gulfport/Biloxi, MS: Gulfport-Biloxi International",164,38,15.02,0,13.87,2,3,109,268,0,735
355,2014,4,EV,ExpressJet Airlines Inc.,RIC,"Richmond, VA: Richmond International",717,185,58.63,0,73.17,31,2,199,2848,0,5660
356,2014,4,EV,ExpressJet Airlines Inc.,LEX,"Lexington, KY: Blue Grass",382,79,34.47,0.71,30.21,6,0,104,712,16,2061
357,2014,4,EV,ExpressJet Airlines Inc.,SCE,"State College, PA: University Park",60,19,6.6,0,6.24,0,0,258,223,0,290
358,2014,4,EV,ExpressJet Airlines Inc.,PIT,"Pittsburgh, PA: Pittsburgh International",254,58,26.14,0,15.47,3,0,3,748,0,1456
359,2014,4,EV,ExpressJet Airlines Inc.,ALB,"Albany, NY: Albany International",62,14,7.22,0,5.07,11,0,3,198,0,325
360,2014,4,EV,ExpressJet Airlines Inc.,BUF,"Buffalo, NY: Buffalo Niagara International",153,31,17.09,0,8.65,7,1,0,413,0,642
361,2014,4,EV,ExpressJet Airlines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",2254,285,59.88,0,162.21,59,3,418,3326,0,11988
362,2014,4,EV,ExpressJet Airlines Inc.,CAE,"Columbia, SC: Columbia Metropolitan",421,105,33.17,0,42.81,14,0,157,1425,0,2719
363,2014,4,EV,ExpressJet Airlines Inc.,MDT,"Harrisburg, PA: Harrisburg International",164,26,12.81,0,7.07,1,0,135,149,0,340
364,2014,4,EV,ExpressJet Airlines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",766,141,38.18,0,54.18,37,4,282,2047,0,4395
365,2014,4,EV,ExpressJet Airlines Inc.,DSM,"Des Moines, IA: Des Moines International",209,45,15,0,22.46,14,0,0,296,0,1530
366,2014,4,EV,ExpressJet Airlines Inc.,PWM,"Portland, ME: Portland International Jetport",135,21,13.47,0,3.8,4,0,0,184,0,353
367,2014,4,EV,ExpressJet Airlines Inc.,SBN,"South Bend, IN: South Bend International",68,13,6.52,0,4.6,1,0,0,102,0,203
368,2014,4,EV,ExpressJet Airlines Inc.,CWA,"Mosinee, WI: Central Wisconsin",60,13,3.33,0,7.78,3,0,0,108,0,525
