,flight_year,flight_month,carrier,carrier_name,locationID,airport_name,arr_flights,arr_del15,carrier_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,weather_delay,nas_delay,security_delay,late_aircraft_delay
54814,2018,3,F9,Frontier Airlines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",45.0,6.0,1.22,0.0,3.96,0.0,0.0,0.0,66.0,0.0,483.0
54815,2018,3,F9,Frontier Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",129.0,54.0,8.22,0.0,9.61,1.0,0.0,3.0,2485.0,0.0,871.0
54847,2018,3,G4,Allegiant Air,DEN,"Denver, CO: Denver International",9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0
54853,2018,3,G4,Allegiant Air,EWR,"Newark, NJ: Newark Liberty International",40.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0
54871,2018,3,G4,Allegiant Air,IAG,"Niagara Falls, NY: Niagara Falls International",67.0,13.0,4.89,0.93,2.82,0.0,0.0,0.0,124.0,149.0,185.0
54876,2018,3,G4,Allegiant Air,LAS,"Las Vegas, NV: McCarran International",786.0,184.0,46.15,2.37,80.99,3.0,2.0,245.0,1806.0,83.0,4712.0
54877,2018,3,G4,Allegiant Air,LAX,"Los Angeles, CA: Los Angeles International",117.0,45.0,10.34,0.0,10.02,0.0,0.0,18.0,789.0,0.0,358.0
54943,2018,3,HA,Hawaiian Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",31.0,5.0,4.41,0.0,0.59,0.0,0.0,0.0,0.0,0.0,23.0
54945,2018,3,HA,Hawaiian Airlines Inc.,LAS,"Las Vegas, NV: McCarran International",79.0,8.0,7.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,95.0
54946,2018,3,HA,Hawaiian Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",176.0,42.0,25.47,0.94,15.59,0.0,0.0,0.0,0.0,30.0,776.0
54951,2018,3,HA,Hawaiian Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",31.0,9.0,6.03,1.0,1.97,0.0,0.0,0.0,0.0,16.0,328.0
54954,2018,3,HA,Hawaiian Airlines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",62.0,37.0,24.4,1.27,10.99,0.0,1.0,0.0,8.0,19.0,459.0
54955,2018,3,HA,Hawaiian Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",62.0,10.0,6.32,0.76,2.92,0.0,0.0,0.0,0.0,19.0,108.0
54965,2018,3,MQ,Envoy Air,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",61.0,6.0,0.51,0.0,2.37,1.0,0.0,96.0,70.0,0.0,372.0
54983,2018,3,MQ,Envoy Air,CLT,"Charlotte, NC: Charlotte Douglas International",310.0,49.0,11.7,0.09,24.82,6.0,0.0,91.0,317.0,2.0,1279.0
54993,2018,3,MQ,Envoy Air,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",4644.0,564.0,127.74,1.12,226.56,103.0,5.0,3454.0,6295.0,46.0,12949.0
54998,2018,3,MQ,Envoy Air,EWR,"Newark, NJ: Newark Liberty International",71.0,19.0,2.34,0.0,3.96,10.0,1.0,34.0,536.0,0.0,318.0
55015,2018,3,MQ,Envoy Air,IAH,"Houston, TX: George Bush Intercontinental/Houston",115.0,21.0,4.09,0.0,6.76,2.0,0.0,45.0,366.0,0.0,319.0
55019,2018,3,MQ,Envoy Air,JAN,"Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International",79.0,10.0,6.26,0.0,2.33,1.0,0.0,0.0,31.0,0.0,153.0
55021,2018,3,MQ,Envoy Air,JFK,"New York, NY: John F. Kennedy International",225.0,31.0,10.71,0.0,5.85,21.0,0.0,69.0,421.0,0.0,230.0
55040,2018,3,MQ,Envoy Air,MIA,"Miami, FL: Miami International",723.0,93.0,33.8,0.0,36.05,10.0,1.0,45.0,624.0,0.0,2207.0
55050,2018,3,MQ,Envoy Air,ORD,"Chicago, IL: Chicago O'Hare International",4786.0,587.0,135.09,1.17,191.84,119.0,6.0,1194.0,8275.0,74.0,11008.0
55082,2018,3,NK,Spirit Air Lines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",633.0,78.0,14.35,0.09,19.5,3.0,0.0,7.0,2168.0,5.0,1424.0
55090,2018,3,NK,Spirit Air Lines,DEN,"Denver, CO: Denver International",258.0,27.0,6.59,0.0,3.68,0.0,0.0,632.0,922.0,0.0,220.0
55091,2018,3,NK,Spirit Air Lines,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",608.0,69.0,15.4,0.0,17.66,5.0,0.0,138.0,2766.0,0.0,2268.0
55093,2018,3,NK,Spirit Air Lines,EWR,"Newark, NJ: Newark Liberty International",279.0,61.0,7.61,0.0,3.59,15.0,0.0,0.0,2866.0,0.0,321.0
55095,2018,3,NK,Spirit Air Lines,IAG,"Niagara Falls, NY: Niagara Falls International",44.0,5.0,1.57,0.0,2.53,1.0,0.0,0.0,23.0,0.0,256.0
55096,2018,3,NK,Spirit Air Lines,IAH,"Houston, TX: George Bush Intercontinental/Houston",495.0,33.0,4.74,0.0,9.19,4.0,0.0,16.0,1953.0,0.0,595.0
55097,2018,3,NK,Spirit Air Lines,LAS,"Las Vegas, NV: McCarran International",1085.0,123.0,33.47,0.6,30.57,8.0,0.0,1016.0,4503.0,33.0,3348.0
55098,2018,3,NK,Spirit Air Lines,LAX,"Los Angeles, CA: Los Angeles International",680.0,129.0,23.39,0.0,16.31,5.0,1.0,52.0,4080.0,0.0,1336.0
55102,2018,3,NK,Spirit Air Lines,MCO,"Orlando, FL: Orlando International",1107.0,176.0,34.59,0.48,45.17,19.0,5.0,300.0,6121.0,15.0,4189.0
55107,2018,3,NK,Spirit Air Lines,ORD,"Chicago, IL: Chicago O'Hare International",800.0,121.0,16.98,1.94,33.37,3.0,0.0,183.0,2567.0,39.0,2452.0
55112,2018,3,NK,Spirit Air Lines,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",93.0,13.0,2.71,0.0,4.1,0.0,0.0,22.0,164.0,0.0,138.0
55117,2018,3,NK,Spirit Air Lines,SEA,"Seattle, WA: Seattle/Tacoma International",93.0,13.0,2.28,0.0,4.68,0.0,0.0,0.0,379.0,0.0,183.0
55124,2018,3,OH,PSA Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",79.0,18.0,7.23,0.0,4.95,0.0,0.0,1.0,206.0,0.0,331.0
55142,2018,3,OH,PSA Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",8237.0,1405.0,245.53,2.94,752.82,177.0,13.0,2270.0,11236.0,73.0,44347.0
55167,2018,3,OH,PSA Airlines Inc.,JAN,"Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International",118.0,19.0,7.75,0.0,8.15,5.0,1.0,2.0,99.0,0.0,367.0
55169,2018,3,OH,PSA Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",31.0,12.0,2.78,0.0,4.77,4.0,0.0,0.0,355.0,0.0,418.0
55189,2018,3,OH,PSA Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",181.0,33.0,10.79,0.0,9.33,12.0,0.0,7.0,578.0,0.0,313.0
55224,2018,3,OO,SkyWest Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2147.0,440.0,82.43,0.17,196.25,5.0,0.0,1195.0,5679.0,5.0,12949.0
55261,2018,3,OO,SkyWest Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",133.0,27.0,9.67,0.0,6.96,0.0,1.0,10.0,282.0,0.0,579.0
55274,2018,3,OO,SkyWest Airlines Inc.,DEN,"Denver, CO: Denver International",3767.0,419.0,97.92,0.0,142.12,58.0,2.0,793.0,11175.0,0.0,13748.0
55275,2018,3,OO,SkyWest Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",552.0,83.0,23.82,0.0,36.83,8.0,0.0,469.0,636.0,0.0,3015.0
55290,2018,3,OO,SkyWest Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",100.0,35.0,7.98,0.0,4.82,6.0,0.0,568.0,944.0,0.0,394.0
55317,2018,3,OO,SkyWest Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",400.0,72.0,20.7,0.0,17.94,9.0,0.0,1134.0,1276.0,0.0,1583.0
55331,2018,3,OO,SkyWest Airlines Inc.,LAS,"Las Vegas, NV: McCarran International",260.0,51.0,6.59,0.0,33.7,0.0,0.0,77.0,370.0,0.0,3283.0
55332,2018,3,OO,SkyWest Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",3053.0,742.0,76.46,1.0,277.52,28.0,2.0,669.0,15045.0,16.0,19476.0
55347,2018,3,OO,SkyWest Airlines Inc.,MCO,"Orlando, FL: Orlando International",9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0
55373,2018,3,OO,SkyWest Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",6085.0,866.0,169.14,1.65,360.08,83.0,3.0,3471.0,11105.0,211.0,24546.0
55379,2018,3,OO,SkyWest Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",1200.0,108.0,20.5,0.09,54.17,5.0,0.0,46.0,907.0,2.0,3251.0
55410,2018,3,OO,SkyWest Airlines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",1129.0,168.0,20.97,0.0,65.55,4.0,2.0,92.0,2435.0,0.0,3998.0
55411,2018,3,OO,SkyWest Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",3300.0,933.0,86.95,1.0,275.91,160.0,10.0,5465.0,44665.0,32.0,21210.0
55439,2018,3,UA,United Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",444.0,50.0,15.02,0.0,19.48,18.0,0.0,215.0,449.0,0.0,1180.0
55456,2018,3,UA,United Air Lines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",51.0,10.0,3.28,0.0,6.32,2.0,0.0,5.0,12.0,0.0,339.0
55460,2018,3,UA,United Air Lines Inc.,DEN,"Denver, CO: Denver International",5115.0,505.0,126.95,0.0,154.5,46.0,11.0,1185.0,11663.0,0.0,13291.0
55461,2018,3,UA,United Air Lines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",560.0,67.0,22.07,0.0,16.25,8.0,0.0,240.0,1019.0,0.0,1291.0
55467,2018,3,UA,United Air Lines Inc.,EWR,"Newark, NJ: Newark Liberty International",5084.0,1063.0,178.08,0.0,206.87,368.0,17.0,4431.0,38195.0,0.0,18505.0
55478,2018,3,UA,United Air Lines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",5221.0,537.0,139.87,0.0,169.61,65.0,6.0,1203.0,7373.0,0.0,13252.0
55484,2018,3,UA,United Air Lines Inc.,LAS,"Las Vegas, NV: McCarran International",1045.0,127.0,26.29,0.0,61.93,9.0,2.0,431.0,1860.0,0.0,3978.0
55485,2018,3,UA,United Air Lines Inc.,LAX,"Los Angeles, CA: Los Angeles International",2267.0,374.0,105.34,0.0,92.17,18.0,1.0,1937.0,5760.0,0.0,8157.0
55489,2018,3,UA,United Air Lines Inc.,MCO,"Orlando, FL: Orlando International",1196.0,125.0,41.24,0.0,40.8,22.0,3.0,834.0,1475.0,0.0,2614.0
55493,2018,3,UA,United Air Lines Inc.,MIA,"Miami, FL: Miami International",478.0,62.0,19.34,0.0,19.29,12.0,0.0,434.0,608.0,0.0,997.0
55504,2018,3,UA,United Air Lines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",5657.0,568.0,144.04,0.0,205.69,101.0,4.0,708.0,7479.0,0.0,15949.0
55508,2018,3,UA,United Air Lines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",721.0,86.0,28.72,0.0,33.9,3.0,0.0,261.0,616.0,0.0,2727.0
55520,2018,3,UA,United Air Lines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",781.0,99.0,29.08,0.0,38.57,5.0,1.0,353.0,864.0,0.0,3413.0
55521,2018,3,UA,United Air Lines Inc.,SFO,"San Francisco, CA: San Francisco International",4847.0,1067.0,165.63,0.0,214.12,43.0,10.0,1426.0,49641.0,0.0,18692.0
55538,2018,3,VX,Virgin America,DEN,"Denver, CO: Denver International",60.0,14.0,4.97,0.0,5.19,0.0,0.0,0.0,164.0,0.0,406.0
55539,2018,3,VX,Virgin America,EWR,"Newark, NJ: Newark Liberty International",198.0,43.0,14.95,0.0,4.26,19.0,0.0,114.0,1625.0,0.0,279.0
55544,2018,3,VX,Virgin America,JFK,"New York, NY: John F. Kennedy International",360.0,59.0,22.45,1.0,20.55,19.0,2.0,187.0,893.0,64.0,1277.0
55546,2018,3,VX,Virgin America,LAS,"Las Vegas, NV: McCarran International",364.0,79.0,24.19,0.09,35.65,12.0,0.0,15.0,888.0,5.0,2263.0
55547,2018,3,VX,Virgin America,LAX,"Los Angeles, CA: Los Angeles International",1335.0,311.0,61.87,1.38,85.57,52.0,1.0,28.0,6028.0,36.0,5920.0
55548,2018,3,VX,Virgin America,MCO,"Orlando, FL: Orlando International",62.0,7.0,4.0,0.0,1.95,1.0,1.0,0.0,42.0,0.0,117.0
55551,2018,3,VX,Virgin America,ORD,"Chicago, IL: Chicago O'Hare International",83.0,17.0,7.45,0.0,4.56,0.0,0.0,0.0,162.0,0.0,311.0
55557,2018,3,VX,Virgin America,SEA,"Seattle, WA: Seattle/Tacoma International",443.0,125.0,40.96,1.25,30.88,13.0,0.0,0.0,1608.0,26.0,2378.0
55558,2018,3,VX,Virgin America,SFO,"San Francisco, CA: San Francisco International",2136.0,649.0,103.36,3.85,157.69,112.0,10.0,574.0,25285.0,204.0,8686.0
55562,2018,3,WN,Southwest Airlines Co.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",3631.0,509.0,167.8,2.47,208.16,56.0,1.0,368.0,4274.0,98.0,10537.0
55574,2018,3,WN,Southwest Airlines Co.,CLT,"Charlotte, NC: Charlotte Douglas International",236.0,50.0,15.49,0.0,22.02,1.0,0.0,103.0,406.0,0.0,1072.0
55580,2018,3,WN,Southwest Airlines Co.,DEN,"Denver, CO: Denver International",5765.0,1135.0,338.89,2.23,500.68,54.0,4.0,2494.0,15191.0,56.0,25170.0
55585,2018,3,WN,Southwest Airlines Co.,EWR,"Newark, NJ: Newark Liberty International",506.0,134.0,32.53,0.0,24.01,59.0,1.0,175.0,3541.0,0.0,1737.0
55598,2018,3,WN,Southwest Airlines Co.,LAS,"Las Vegas, NV: McCarran International",6240.0,1268.0,342.62,4.09,671.1,34.0,2.0,551.0,9702.0,131.0,33592.0
55599,2018,3,WN,Southwest Airlines Co.,LAX,"Los Angeles, CA: Los Angeles International",3648.0,1331.0,301.92,2.66,474.37,84.0,3.0,809.0,22128.0,76.0,28310.0
55606,2018,3,WN,Southwest Airlines Co.,MCO,"Orlando, FL: Orlando International",4161.0,642.0,196.84,4.0,293.89,86.0,8.0,678.0,5491.0,196.0,17711.0
55621,2018,3,WN,Southwest Airlines Co.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",5590.0,1208.0,410.7,3.94,565.55,31.0,2.0,777.0,6268.0,93.0,25675.0
55634,2018,3,WN,Southwest Airlines Co.,SEA,"Seattle, WA: Seattle/Tacoma International",963.0,198.0,75.18,1.0,89.93,4.0,0.0,66.0,789.0,53.0,4140.0
55635,2018,3,WN,Southwest Airlines Co.,SFO,"San Francisco, CA: San Francisco International",1410.0,583.0,110.09,0.0,251.37,67.0,2.0,975.0,14136.0,0.0,18039.0
55647,2018,3,YV,Mesa Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",158.0,13.0,7.0,0.0,1.0,2.0,2.0,0.0,133.0,0.0,145.0
55666,2018,3,YV,Mesa Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",161.0,20.0,9.0,0.0,1.0,3.0,1.0,100.0,226.0,0.0,22.0
55673,2018,3,YV,Mesa Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2672.0,340.0,93.12,2.94,124.61,56.0,9.0,2084.0,3942.0,88.0,8252.0
55688,2018,3,YV,Mesa Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",1944.0,239.0,77.94,3.0,53.56,28.0,3.0,1772.0,3149.0,97.0,3628.0
55691,2018,3,YV,Mesa Airlines Inc.,JAN,"Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International",93.0,7.0,2.6,0.0,1.98,1.0,1.0,71.0,38.0,0.0,160.0
55703,2018,3,YV,Mesa Airlines Inc.,MIA,"Miami, FL: Miami International",5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0
55715,2018,3,YV,Mesa Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",1814.0,240.0,62.27,1.72,109.12,11.0,3.0,221.0,2045.0,142.0,6668.0
55739,2018,3,YX,Republic Airline,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",505.0,53.0,15.23,0.0,16.91,24.0,0.0,5.0,625.0,0.0,1057.0
55754,2018,3,YX,Republic Airline,CLT,"Charlotte, NC: Charlotte Douglas International",926.0,108.0,30.24,1.0,40.15,16.0,1.0,184.0,893.0,133.0,2777.0
55761,2018,3,YX,Republic Airline,DEN,"Denver, CO: Denver International",332.0,38.0,7.95,0.0,12.6,2.0,1.0,0.0,951.0,0.0,1177.0
55762,2018,3,YX,Republic Airline,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",306.0,57.0,16.55,0.0,11.17,20.0,4.0,0.0,1173.0,0.0,668.0
55766,2018,3,YX,Republic Airline,EWR,"Newark, NJ: Newark Liberty International",2090.0,541.0,35.71,0.0,83.69,240.0,1.0,597.0,21094.0,0.0,6291.0
55773,2018,3,YX,Republic Airline,IAH,"Houston, TX: George Bush Intercontinental/Houston",1501.0,200.0,49.65,0.09,63.9,38.0,7.0,1253.0,2759.0,6.0,5514.0
55778,2018,3,YX,Republic Airline,JFK,"New York, NY: John F. Kennedy International",261.0,49.0,10.83,0.0,13.61,34.0,1.0,11.0,1030.0,0.0,898.0
55785,2018,3,YX,Republic Airline,MCO,"Orlando, FL: Orlando International",14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0
55788,2018,3,YX,Republic Airline,MIA,"Miami, FL: Miami International",1014.0,105.0,39.4,0.0,33.55,5.0,0.0,219.0,890.0,0.0,2087.0
55795,2018,3,YX,Republic Airline,ORD,"Chicago, IL: Chicago O'Hare International",1723.0,245.0,41.95,0.0,72.19,76.0,0.0,1477.0,4021.0,0.0,4280.0
55821,2018,4,9E,Endeavor Air Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2494.0,372.0,62.43,0.0,181.98,10.0,1.0,914.0,3664.0,0.0,13618.0
55843,2018,4,9E,Endeavor Air Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",304.0,52.0,12.83,0.0,18.99,14.0,0.0,612.0,976.0,0.0,1579.0
55850,2018,4,9E,Endeavor Air Inc.,DEN,"Denver, CO: Denver International",4.0,2.0,1.78,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
55851,2018,4,9E,Endeavor Air Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",218.0,41.0,9.33,0.0,8.06,2.0,1.0,151.0,1333.0,0.0,782.0
55857,2018,4,9E,Endeavor Air Inc.,EWR,"Newark, NJ: Newark Liberty International",137.0,51.0,4.46,0.0,9.89,8.0,1.0,115.0,3054.0,0.0,659.0
55871,2018,4,9E,Endeavor Air Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",112.0,23.0,8.77,0.0,4.08,0.0,2.0,27.0,330.0,0.0,328.0
55874,2018,4,9E,Endeavor Air Inc.,JAN,"Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International",4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,29.0,0.0,0.0
55876,2018,4,9E,Endeavor Air Inc.,JFK,"New York, NY: John F. Kennedy International",2091.0,404.0,64.35,0.0,145.12,96.0,20.0,1440.0,14033.0,0.0,13537.0
55882,2018,4,9E,Endeavor Air Inc.,MCO,"Orlando, FL: Orlando International",3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55896,2018,4,9E,Endeavor Air Inc.,ORD,"Chicago, IL: Chicago O'Hare International",267.0,51.0,12.2,0.0,17.08,6.0,2.0,186.0,981.0,0.0,2255.0
55923,2018,4,AA,American Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",930.0,145.0,51.6,0.15,38.02,5.0,1.0,215.0,1764.0,3.0,2389.0
55934,2018,4,AA,American Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",8183.0,935.0,282.75,0.21,365.75,52.0,6.0,2576.0,10651.0,13.0,22083.0
55940,2018,4,AA,American Airlines Inc.,DEN,"Denver, CO: Denver International",823.0,137.0,52.99,0.0,43.84,3.0,4.0,342.0,1374.0,0.0,2564.0
55941,2018,4,AA,American Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",11360.0,1560.0,400.4,2.26,532.04,90.0,52.0,4949.0,29173.0,73.0,38114.0
55946,2018,4,AA,American Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",606.0,205.0,31.85,0.0,30.33,4.0,3.0,80.0,9480.0,0.0,2407.0
55955,2018,4,AA,American Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",609.0,127.0,45.47,0.37,35.26,7.0,2.0,395.0,1477.0,16.0,2533.0
55961,2018,4,AA,American Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",1390.0,239.0,71.15,0.0,58.74,5.0,7.0,313.0,5921.0,0.0,4570.0
55963,2018,4,AA,American Airlines Inc.,LAS,"Las Vegas, NV: McCarran International",1215.0,208.0,71.94,0.85,64.53,4.0,1.0,495.0,1969.0,21.0,3805.0
55964,2018,4,AA,American Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",3298.0,465.0,141.12,1.12,121.45,8.0,1.0,1259.0,5792.0,31.0,9542.0
55968,2018,4,AA,American Airlines Inc.,MCO,"Orlando, FL: Orlando International",1510.0,254.0,88.1,0.0,82.6,4.0,1.0,1077.0,2794.0,0.0,4910.0
55973,2018,4,AA,American Airlines Inc.,MIA,"Miami, FL: Miami International",4277.0,710.0,219.56,3.27,213.13,15.0,25.0,1429.0,10086.0,104.0,17750.0
55985,2018,4,AA,American Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",4941.0,609.0,201.51,2.0,213.04,23.0,6.0,1753.0,6152.0,63.0,15128.0
55990,2018,4,AA,American Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",4730.0,577.0,183.31,0.0,188.77,23.0,2.0,901.0,5824.0,0.0,14869.0
56004,2018,4,AA,American Airlines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",598.0,166.0,51.43,0.24,35.86,0.0,0.0,236.0,2137.0,73.0,2223.0
56005,2018,4,AA,American Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",1072.0,219.0,69.02,0.69,49.75,5.0,1.0,214.0,4483.0,27.0,3320.0
56023,2018,4,AS,Alaska Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",60.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,26.0
56037,2018,4,AS,Alaska Airlines Inc.,DEN,"Denver, CO: Denver International",193.0,27.0,6.38,0.0,7.89,2.0,0.0,0.0,476.0,0.0,420.0
56038,2018,4,AS,Alaska Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",120.0,11.0,5.74,0.0,2.27,0.0,1.0,0.0,105.0,0.0,74.0
56040,2018,4,AS,Alaska Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",398.0,119.0,11.86,0.0,11.47,2.0,0.0,0.0,7119.0,0.0,457.0
56046,2018,4,AS,Alaska Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",52.0,7.0,0.0,0.0,3.39,0.0,0.0,0.0,102.0,0.0,83.0
56048,2018,4,AS,Alaska Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",407.0,58.0,13.99,1.54,15.46,2.0,3.0,0.0,1594.0,77.0,700.0
56052,2018,4,AS,Alaska Airlines Inc.,LAS,"Las Vegas, NV: McCarran International",666.0,113.0,41.37,0.0,28.17,4.0,0.0,3.0,1431.0,0.0,1952.0
56053,2018,4,AS,Alaska Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",1850.0,374.0,64.84,1.43,81.6,17.0,0.0,737.0,7394.0,52.0,5228.0
56056,2018,4,AS,Alaska Airlines Inc.,MCO,"Orlando, FL: Orlando International",172.0,18.0,5.97,0.0,3.18,1.0,0.0,0.0,194.0,0.0,123.0
56065,2018,4,AS,Alaska Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",231.0,26.0,10.37,0.0,5.85,1.0,1.0,0.0,288.0,0.0,184.0
56069,2018,4,AS,Alaska Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",286.0,35.0,9.53,0.42,7.59,0.0,0.0,10.0,485.0,10.0,220.0
56077,2018,4,AS,Alaska Airlines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",5315.0,829.0,144.59,4.95,221.79,23.0,11.0,327.0,12807.0,212.0,10903.0
56078,2018,4,AS,Alaska Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",2307.0,572.0,109.61,0.32,151.7,34.0,14.0,470.0,16211.0,9.0,9851.0
56091,2018,4,B6,JetBlue Airways,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",292.0,112.0,50.36,1.75,31.92,1.0,0.0,114.0,1052.0,61.0,2542.0
56103,2018,4,B6,JetBlue Airways,CLT,"Charlotte, NC: Charlotte Douglas International",116.0,30.0,15.64,0.0,10.07,3.0,0.0,0.0,371.0,0.0,758.0
56106,2018,4,B6,JetBlue Airways,DEN,"Denver, CO: Denver International",86.0,25.0,12.08,0.48,7.8,0.0,1.0,0.0,203.0,11.0,334.0
56107,2018,4,B6,JetBlue Airways,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",51.0,13.0,4.53,0.0,2.16,0.0,1.0,0.0,278.0,0.0,110.0
56109,2018,4,B6,JetBlue Airways,EWR,"Newark, NJ: Newark Liberty International",817.0,394.0,77.68,1.15,111.58,19.0,1.0,1031.0,13701.0,74.0,11258.0
56115,2018,4,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",3553.0,896.0,225.04,0.64,413.33,75.0,32.0,1284.0,18719.0,50.0,32683.0
56116,2018,4,B6,JetBlue Airways,LAS,"Las Vegas, NV: McCarran International",396.0,86.0,27.1,0.0,25.75,2.0,0.0,0.0,1100.0,0.0,1308.0
56117,2018,4,B6,JetBlue Airways,LAX,"Los Angeles, CA: Los Angeles International",529.0,112.0,35.54,0.0,19.96,3.0,0.0,494.0,1762.0,0.0,1405.0
56120,2018,4,B6,JetBlue Airways,MCO,"Orlando, FL: Orlando International",1691.0,556.0,167.43,0.05,243.39,13.0,2.0,378.0,6069.0,2.0,23126.0
56123,2018,4,B6,JetBlue Airways,ORD,"Chicago, IL: Chicago O'Hare International",171.0,76.0,30.61,0.0,27.71,2.0,0.0,47.0,715.0,0.0,2009.0
56128,2018,4,B6,JetBlue Airways,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",60.0,16.0,7.71,0.0,2.08,1.0,0.0,0.0,220.0,0.0,113.0
